uuid;quantity;unit;name;category
4dc3a8de1fe1e7c78276;2;;shallot;Vegetable
18c4a29debd67599b36a;2;tbsp;sweet potato;Vegetable
02f1939873c5ed70986c;950;g;sweet potato;Vegetable
8b1fcfc80c7231df0d48;400;g;tomato;Vegetable
18e04b3fff1325b4d244;400;g;tomato;Vegetable
02f1939873c5ed70986c;400;g;tomato;Vegetable
92699b7582199135ad27;400;g;tomato;Vegetable
4324264498e040b4fdc7;400;g;tomato;Vegetable
a2f4e2e307aa28f20b89;400;g;tomato;Vegetable
7a62eaea1565c352310b;1;;tomato;Vegetable
2346df08e1939e37ed64;2;;tomato;Vegetable
19d959d6874b812a9094;400;g;tomato;Vegetable
8b1fcfc80c7231df0d48;600;ml;vegetable stock;Vegetable
bdc7448d788edf8e88f4;1;l;vegetable stock;Vegetable
74195811e951e9fbe3f8;1;l;vegetable stock;Vegetable
24d25b308700d23f709b;850;ml;vegetable stock;Vegetable
2346df08e1939e37ed64;12;l;vegetable stock;Vegetable
18e04b3fff1325b4d244;2;l;vegetable stock;Vegetable
f72acec0c134474aa129;1;tbsp;vegetable stock;Vegetable
02f1939873c5ed70986c;2;tbsp;vegetable stock;Vegetable
781874bcf5aac010e8ff;700;ml;vegetable stock;Vegetable
a2f4e2e307aa28f20b89;850;ml;vegetable stock;Vegetable
381784f839eae80dffe7;12;tsp;chili flakes;Herb and Spice
92699b7582199135ad27;1;tsp;chili flakes;Herb and Spice
