uuid;quantity;unit;name;category
6a273fc5bda281a1050d;140;g;quinoa;Dry
4324264498e040b4fdc7;250;g;rice;Dry
2ca0b7790c3238d9f9a3;250;g;rice;Dry
f72acec0c134474aa129;300;g;risotto rice;Dry
a2f6240a66ab428e6d61;200;g;risotto rice;Dry
f17672605ba58e226ff9;140;g;self-raising flour;Dry
12f84704141e5efcd98d;140;g;self-raising flour;Dry
cacfe28b4d2c6964be85;140;g;self-raising flour;Dry
5abd684ef293eb899341;175;g;self-raising flour;Dry
99734819eaeb59e8d748;100;g;semolina;Dry
19d959d6874b812a9094;400;g;spaghetti;Dry
18e04b3fff1325b4d244;140;g;spaghetti;Dry
babe1d8b0cb43f576a20;400;g;spaghetti;Dry
abb9c496dc6a551a5534;1;tbsp;flour;Dry
babe1d8b0cb43f576a20;2;tbsp;common tuna;Fish
208caa78fd6389d3f7d6;2;tbsp;anchovy;Fish
4db75eac69d1124d0df3;85;g;anchovy;Fish
d14edc387bdd1ac463a1;8;tbsp;anchovy;Fish
6de778e5c687e14b0e50;140;g;crayfish tails;Fish
617978d1692f335ba322;4;;fish;Fish
d14edc387bdd1ac463a1;4;tbsp;salmon;Fish
4dc3a8de1fe1e7c78276;600;g;prawns;Fish
66c0531c06a9f27a851a;10;g;prawns;Fish
99b55a0d8e297048cfc0;140;g;smoked mackerel;Fish
